Name,Location,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
Hyundai Grand i10 CRDi Sportz,Jaipur,2014,64000,24.0,1120.0,70.0,5.0,7.45,4.15,False,False,True,False,False,False
Volkswagen Vento IPL II Petrol Highline AT,Mumbai,2013,36000,14.8,1598.0,105.0,5.0,13.23,4.65,False,True,False,False,False,False
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Delhi,2012,78600,12.8,2494.0,102.0,7.0,24.01,8.9,False,False,True,False,False,False
Hyundai Verna CRDi SX,Jaipur,2008,170000,16.8,1493.0,110.0,5.0,14.255,1.5,False,False,True,False,True,False
Maruti Ritz VDi,Pune,2015,65000,23.2,1248.0,73.94,5.0,7.88,3.27,False,False,True,False,True,False
Audi Q7 3.0 TDI Quattro Technology,Pune,2008,120300,12.07,2967.0,241.4,7.0,101.96,18.0,False,False,False,False,True,False
Hyundai i20 Asta Option 1.2,Pune,2016,21000,18.6,1197.0,81.83,5.0,10.25,6.3,False,True,True,False,False,False
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,18108,24.3,1248.0,88.5,5.0,12.56,11.31,False,False,True,False,False,False
Honda City i VTEC S,Pune,2014,58407,17.4,1497.0,117.3,5.0,13.58,6.16,False,True,True,False,False,False
Maruti Ciaz ZXi,Pune,2014,49500,20.73,1373.0,91.1,5.0,11.11,6.0,False,True,True,False,False,False
Nissan Sunny XV CVT,Kochi,2013,37199,17.5,1498.0,99.6,5.0,11.33,5.43,False,True,False,False,False,False
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,62000,22.07,1199.0,73.9,5.0,10.15,4.65,False,False,True,False,False,False
Maruti Ertiga ZDI,Hyderabad,2015,59000,20.77,1248.0,88.8,7.0,11.27,7.5,False,False,True,False,False,False
Maruti Swift Dzire VDI,Jaipur,2015,60000,26.59,1248.0,74.0,5.0,7.88,6.25,False,False,True,False,False,False
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,2007,39037,14.84,2143.0,170.0,5.0,49.49,9.25,False,False,False,False,False,False
Honda Brio S MT,Mumbai,2013,17003,19.4,1198.0,86.8,5.0,6.62,3.15,False,True,True,False,False,False
Hyundai i10 Magna Optional 1.1L,Hyderabad,2008,80400,16.0,1086.0,66.7,5.0,10.25,2.3,False,True,True,False,False,False
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,75200,22.32,1582.0,126.32,5.0,14.255,5.25,False,False,True,False,False,False
Maruti Ciaz VDI SHVS,Kochi,2017,41217,28.09,1248.0,88.5,5.0,11.11,7.4,False,False,True,False,False,False
Ford Ikon 1.3 Flair,Pune,2006,98293,13.8,1299.0,70.0,5.0,11.685,1.55,False,True,True,False,True,False
Volkswagen Polo 1.2 MPI Highline,Pune,2017,54000,16.2,1199.0,74.0,5.0,10.15,6.0,False,True,True,False,True,False
Honda Jazz 1.2 V i VTEC,Chennai,2016,17377,18.7,1199.0,88.7,5.0,9.6,5.9,False,True,True,False,False,False
Honda Amaze EX i-Dtech,Bangalore,2013,33800,25.8,1498.0,98.6,5.0,8.54,4.7,False,False,True,False,True,False
Hyundai i20 Asta 1.4 CRDi,Hyderabad,2015,86157,22.54,1396.0,88.73,5.0,10.25,6.5,False,False,True,False,False,False
Maruti Ritz VDi,Hyderabad,2012,146824,21.1,1248.0,73.9,5.0,7.88,3.55,False,False,True,False,False,False
Honda City V MT,Chennai,2014,55000,16.8,1497.0,116.3,5.0,13.58,7.1,False,True,True,False,False,False
Skoda Superb 1.8 TSI MT,Hyderabad,2010,53293,13.14,1798.0,160.0,5.0,33.36,6.0,False,True,True,False,False,False
Maruti Vitara Brezza LDi Option,Pune,2017,38000,24.3,1248.0,88.5,5.0,11.12,7.99,False,False,True,False,False,False
Hyundai i20 Asta,Bangalore,2009,64000,17.0,1197.0,80.0,5.0,10.25,4.1,False,True,True,False,True,False
Maruti Alto K10 VXI AGS,Hyderabad,2017,25058,24.07,998.0,67.1,5.0,4.36,3.95,False,True,False,False,False,False
Hyundai EON Era Plus,Kochi,2016,36700,21.1,814.0,55.2,5.0,10.25,4.38,False,True,True,False,False,False
Hyundai i10 Sportz,Mumbai,2011,35000,20.36,1197.0,78.9,5.0,10.25,2.75,False,True,True,False,False,False
Mercedes-Benz SLK-Class SLK 350,Coimbatore,2016,22732,18.1,3498.0,306.0,2.0,49.49,55.54,False,True,False,False,False,False
Audi A6 2.0 TDI Design Edition,Hyderabad,2014,48000,18.53,1968.0,187.74,5.0,67.1,29.0,False,False,False,False,False,False
Ford EcoSport 1.5 TDCi Titanium,Bangalore,2013,62084,22.77,1498.0,98.59,5.0,11.685,6.6,False,False,True,False,False,False
Volkswagen Passat Highline DSG,Kolkata,2012,39273,14.3,1968.0,140.0,5.0,10.15,6.99,False,False,False,False,False,False
Toyota Innova Crysta 2.4 ZX MT,Bangalore,2017,64798,13.68,2393.0,147.8,7.0,26.45,18.75,False,False,True,False,False,False
Ford Figo Diesel ZXI,Jaipur,2010,100002,20.0,1399.0,68.0,5.0,7.65,1.28,False,False,True,False,False,True
Chevrolet Aveo 1.4,Pune,2006,78000,14.49,1399.0,92.7,5.0,11.3,1.2,False,True,True,False,False,True
Maruti Ritz LXi,Coimbatore,2013,57717,18.5,1197.0,85.8,5.0,7.88,4.31,False,True,True,False,False,False
Land Rover Freelander 2 SE,Chennai,2011,109000,12.39,2179.0,147.51,5.0,120.0,16.5,False,False,False,False,False,False
Hyundai Grand i10 Asta,Coimbatore,2017,74515,18.9,1197.0,82.0,5.0,7.45,5.64,False,True,True,False,False,False
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2017,50484,10.91,3198.0,197.2,7.0,35.29,31.12,False,False,False,False,False,False
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,13452,12.8,1968.0,167.6,5.0,53.14,25.46,False,False,False,False,False,False
Hyundai Verna 1.6 VTVT,Kochi,2017,37688,17.01,1591.0,121.3,5.0,14.255,7.88,False,True,True,False,False,False
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Chennai,2017,34000,13.0,2143.0,204.0,5.0,86.97,36.0,False,False,False,False,False,False
Mercedes-Benz M-Class ML 350 4Matic,Pune,2014,120000,0.0,2987.0,165.0,5.0,49.49,30.0,False,False,False,False,False,False
Maruti Swift Dzire ZXi,Pune,2008,64000,17.5,1298.0,85.8,5.0,7.88,2.85,False,True,True,False,True,False
Honda City 1.3 EXI S,Delhi,2011,100000,13.0,1343.0,90.0,5.0,13.58,3.5,False,True,True,False,False,False
Renault Duster 85PS Diesel RxL Optional,Jaipur,2014,75000,20.46,1461.0,83.8,5.0,15.05,7.5,False,False,True,False,False,False
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2012,86000,14.84,2143.0,170.0,5.0,49.49,19.0,False,False,False,False,False,False
BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2015,69000,15.97,2993.0,258.0,5.0,55.07,54.0,False,False,False,False,False,False
Hyundai Xcent 1.2 Kappa SX Option,Kochi,2015,41721,19.1,1197.0,82.0,5.0,8.23,4.7,False,True,True,False,False,False
Maruti Dzire AMT ZXI Plus,Hyderabad,2017,13000,22.0,1197.0,81.8,5.0,10.34,8.5,False,True,False,False,False,False
BMW 3 Series 320d Corporate Edition,Kolkata,2013,38998,16.07,1995.0,181.0,4.0,54.43,17.0,False,False,False,False,False,False
Maruti Alto 800 LXI,Kochi,2017,54250,22.74,796.0,47.3,5.0,4.36,3.51,False,True,True,False,False,False
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,45979,17.11,1968.0,174.33,5.0,53.14,19.5,False,False,False,False,True,False
Mini Cooper S,Pune,2012,37000,13.6,1598.0,181.0,4.0,42.12,17.0,False,True,False,False,True,False
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,46983,12.07,2967.0,241.4,7.0,101.96,43.35,False,False,False,False,True,False
Chevrolet Beat Diesel LT,Bangalore,2012,40700,25.44,936.0,57.6,5.0,11.3,2.65,False,False,True,False,False,False
Maruti Wagon R LXI BS IV,Kochi,2015,43828,20.51,998.0,67.04,5.0,5.51,3.52,False,True,True,False,False,False
Nissan Terrano XV Premium 110 PS,Kolkata,2016,53000,19.01,1461.0,108.5,5.0,16.65,6.25,False,False,True,False,False,False
BMW 3 Series 320d Luxury Plus,Ahmedabad,2015,100000,18.88,1995.0,184.0,5.0,54.43,24.75,False,False,False,False,False,False
Maruti Swift Dzire VXI,Mumbai,2015,19000,20.85,1197.0,83.14,5.0,7.88,5.25,False,True,True,False,False,False
Skoda Yeti Elegance 4X2,Jaipur,2016,84000,17.72,1968.0,108.5,5.0,25.83,11.0,False,False,True,False,False,False
Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2018,37630,15.63,1499.0,110.4,5.0,11.685,9.1,False,True,False,False,False,False
Hyundai i20 1.2 Magna,Chennai,2010,67714,18.5,1197.0,80.0,5.0,10.25,3.25,False,True,True,False,False,False
Maruti S Cross DDiS 200 Sigma Option,Pune,2017,32000,15.0,1248.0,88.5,5.0,7.88,8.5,False,False,True,False,False,False
Hyundai Verna Transform VTVT,Pune,2010,51000,16.2,1599.0,103.2,5.0,14.255,3.1,False,True,True,False,False,False
BMW 3 Series 320d Luxury Line,Kochi,2015,58390,18.88,1995.0,184.0,5.0,54.43,19.86,False,False,False,False,False,False
Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,14000,24.0,1186.0,73.97,5.0,7.46,4.9,False,False,True,False,False,False
Honda City i-VTEC V,Delhi,2014,55818,17.4,1497.0,117.3,5.0,11.85,5.7,False,True,True,False,True,False
Maruti Swift 1.3 VXi,Chennai,2006,97800,16.1,1622.1462422882782,98.6,4.0,7.88,1.75,False,True,True,False,False,True
Maruti Swift VDI BSIV,Kolkata,2012,52241,25.2,1248.0,74.0,5.0,7.88,2.9,False,False,True,False,False,False
Maruti Baleno Zeta 1.3,Coimbatore,2018,25433,27.39,1248.0,74.0,5.0,8.8,7.83,False,False,True,False,False,False
Tata Safari Storme 2012-2015 LX,Kochi,2015,40611,14.0,2179.0,138.1,7.0,16.95,8.15,False,False,True,False,False,False
Hyundai Accent GLS,Bangalore,2008,72000,13.2,1495.0,94.0,5.0,10.25,2.0,False,True,True,False,True,False
Maruti Swift LDI SP Limited Edition,Hyderabad,2016,54631,25.2,1248.0,74.0,5.0,7.88,6.25,False,False,True,False,False,False
Maruti Swift VDI BSIV,Bangalore,2007,60000,17.8,1248.0,98.6,5.0,7.88,3.4,False,False,True,False,True,False
Tata Nano XTA,Coimbatore,2016,24941,21.9,624.0,37.48,4.0,7.63,3.19,False,True,False,False,False,False
Maruti Ertiga VDI,Ahmedabad,2017,63939,25.47,1248.0,88.5,7.0,10.41,7.75,False,False,True,False,False,False
Maruti Celerio VXI AMT,Delhi,2014,35214,23.1,998.0,67.04,5.0,5.57,3.2,False,True,False,False,True,False
Maruti Swift VDI BSIV,Delhi,2015,63000,25.2,1248.0,74.0,5.0,7.88,4.9,False,False,True,False,False,False
Volkswagen Vento Petrol Highline,Kochi,2012,121377,15.04,1598.0,103.6,5.0,13.23,3.8,False,True,True,False,False,False
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,2009,100970,15.5,1896.0,105.0,5.0,10.15,4.0,False,False,False,False,False,False
Mini Cooper 5 DOOR D,Hyderabad,2014,60000,20.7,1496.0,113.98,5.0,42.48,23.5,False,False,False,False,True,False
Tata Indica V2 DLS,Chennai,2008,77650,17.2,1396.0,53.5,5.0,7.63,1.15,False,False,True,False,False,False
Hyundai Santro Xing XO,Hyderabad,2007,71297,17.0,1086.0,98.6,5.0,4.55,2.2,False,True,True,False,False,False
Land Rover Range Rover 3.0 D,Mumbai,2008,55001,0.0,1622.1462422882782,98.6,4.0,120.0,26.5,False,False,False,False,True,False
Honda City i-VTEC CVT VX,Bangalore,2015,18955,18.0,1497.0,117.3,5.0,16.04,10.65,False,True,False,False,False,False
Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,47877,16.36,2179.0,187.7,5.0,69.675,35.68,False,False,False,False,False,False
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,2017,43368,15.0,2143.0,204.0,5.0,86.97,31.94,False,False,False,False,False,False
Chevrolet Cruze LTZ,Chennai,2011,73000,18.3,1991.0,147.9,5.0,11.3,4.2,False,False,True,False,False,True
Mahindra XUV500 W8 2WD,Ahmedabad,2015,72007,15.1,2179.0,140.0,7.0,18.865,9.9,False,False,True,False,False,False
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,56778,11.74,1796.0,186.0,5.0,49.49,15.46,False,True,False,False,False,False
Honda Jazz VX,Kochi,2018,20024,18.2,1199.0,88.7,5.0,9.1,8.46,False,True,True,False,False,False
Toyota Etios G,Kolkata,2013,42103,16.78,1496.0,88.73,5.0,8.525,3.25,False,True,True,False,False,False
Maruti Alto LXi BSIII,Hyderabad,2012,67147,19.7,796.0,46.3,5.0,4.36,2.6,False,True,True,False,False,False
Maruti Swift VXI BSIV,Coimbatore,2016,37806,20.4,1197.0,81.8,5.0,7.88,5.2,False,True,True,False,False,False
Maruti A-Star Vxi,Pune,2009,85000,19.0,998.0,66.1,5.0,7.88,1.8,False,True,True,False,False,True
Tata Nano Lx BSIV,Chennai,2011,35000,25.4,624.0,37.48,4.0,7.63,1.6,False,True,True,False,False,False
Ford Figo Titanium Diesel,Kolkata,2015,72035,25.5,1498.0,99.0,5.0,7.65,2.5,False,False,True,False,False,False
Fiat Linea Emotion,Jaipur,2011,48500,16.0,1368.0,90.0,5.0,9.075,2.5,False,True,True,False,False,False
Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,2017,28854,18.16,1196.0,86.8,5.0,7.65,6.7,False,True,True,False,False,False
Maruti Baleno LXI,Hyderabad,2005,92450,15.4,1590.0,94.0,5.0,8.8,1.2,False,True,True,False,False,False
BMW 3 Series 320d Luxury Line,Coimbatore,2016,14351,18.88,1995.0,184.0,5.0,54.43,35.55,False,False,False,False,False,False
Chevrolet Cruze LTZ,Jaipur,2017,51087,17.9,1998.0,163.7,5.0,11.3,7.75,False,False,True,False,False,False
Mahindra Scorpio 2.6 DX,Chennai,2005,50000,12.7,2609.0,116.6,8.0,18.865,1.94,False,False,True,False,False,False
Tata Indica V2 eLS,Hyderabad,2016,73000,25.0,1396.0,69.0,5.0,7.63,2.2,False,False,True,False,False,False
Chevrolet Cruze LTZ AT,Ahmedabad,2011,60000,18.1,1991.0,147.9,4.0,11.3,3.8,False,False,False,False,False,False
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2016,50000,12.8,2494.0,102.0,8.0,24.01,15.65,False,False,True,False,False,False
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,36797,19.27,2143.0,167.62,5.0,49.49,39.47,False,False,False,False,False,False
Maruti Ritz VXi,Kolkata,2011,50000,18.5,1197.0,85.8,5.0,7.88,1.5,False,True,True,False,True,False
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,94000,12.8,2494.0,102.0,8.0,24.01,8.85,False,False,True,False,False,False
Toyota Fortuner 4x4 MT,Bangalore,2013,74000,12.55,2982.0,168.5,7.0,37.17,17.9,False,False,True,False,True,False
Hyundai i10 Sportz AT,Coimbatore,2014,41016,16.95,1197.0,78.9,5.0,10.25,5.08,False,True,False,False,True,False
Hyundai Verna 1.6 SX,Bangalore,2012,67000,22.32,1582.0,126.32,5.0,14.255,6.25,False,False,True,False,False,False
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,2015,76927,15.73,1968.0,174.33,5.0,44.8,22.75,False,False,False,False,False,False
Chevrolet Beat LS,Kolkata,2010,17088,18.6,1199.0,79.4,5.0,11.3,1.46,False,True,True,False,False,False
Ford Fiesta 1.4 Duratorq ZXI,Pune,2007,112808,17.8,1399.0,68.0,5.0,11.685,2.05,False,False,True,False,True,False
Ford Figo Diesel EXI,Coimbatore,2014,74980,20.0,1399.0,68.0,5.0,7.65,4.08,False,False,True,False,False,False
Maruti Celerio VXI AT,Hyderabad,2014,44600,23.1,998.0,67.04,5.0,5.87,4.55,False,True,False,False,False,False
Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,20.0,2143.0,107.3,5.0,34.63,14.0,False,False,False,False,False,False
Hyundai Creta 1.6 SX,Ahmedabad,2016,21000,15.8,1591.0,121.3,5.0,13.74,10.9,False,True,True,False,False,False
Maruti Wagon R VXI BS IV,Bangalore,2010,81245,18.9,998.0,67.1,5.0,5.51,2.45,False,True,True,False,False,False
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,2013,70000,10.0,2148.0,170.0,5.0,86.97,15.8,False,False,False,False,False,False
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,4018,18.88,1499.0,110.4,5.0,11.685,8.25,False,True,True,False,False,False
Renault Koleos 2.0 Diesel,Delhi,2013,70000,13.73,1995.0,148.0,5.0,15.05,8.5,False,False,False,False,True,False
Mahindra XUV500 W10 2WD,Coimbatore,2016,56532,16.0,2179.0,140.0,7.0,18.865,15.54,False,False,True,False,False,False
Maruti Omni E 8 Str STD,Hyderabad,2013,26875,16.8,796.0,34.2,8.0,7.88,2.35,False,True,True,False,False,False
Maruti Wagon R VXI,Coimbatore,2015,72599,22.5,998.0,67.04,5.0,5.72,4.32,False,True,True,False,False,False
Ford Endeavour XLT TDCi 4X2,Jaipur,2008,205000,13.1,2499.0,141.0,7.0,35.29,3.9,False,False,True,False,True,False
Hyundai Verna 1.6 SX,Hyderabad,2011,98000,22.32,1582.0,126.32,5.0,14.255,5.2,False,False,True,False,True,False
Hyundai i20 Magna 1.2,Mumbai,2018,19500,18.6,1197.0,81.83,5.0,10.25,5.85,False,True,True,False,False,False
Maruti Ertiga ZXI,Bangalore,2013,68000,16.02,1373.0,93.7,7.0,11.27,6.25,False,True,True,False,True,False
Mahindra XUV500 W9 AT,Coimbatore,2019,19654,14.0,2179.0,155.0,7.0,21.33,17.63,False,False,False,False,False,False
Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,26000,23.65,1248.0,88.5,5.0,7.88,9.75,False,False,True,False,False,False
Mercedes-Benz SLK-Class SLK 350,Bangalore,2015,10000,18.1,3498.0,306.0,2.0,49.49,55.0,False,True,False,False,False,False
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2011,75020,22.07,1199.0,73.9,5.0,10.15,4.1,False,False,True,False,False,False
Toyota Fortuner 4x4 MT,Hyderabad,2011,157000,12.55,2982.0,168.5,7.0,37.17,11.99,False,False,True,False,False,False
Mahindra XUV500 W10 2WD,Kochi,2017,43773,16.0,2179.0,140.0,7.0,18.865,13.54,False,False,True,False,False,False
Mercedes-Benz GLE 250d,Mumbai,2016,21000,17.9,2143.0,201.15,5.0,78.76,56.0,False,False,False,False,False,False
Honda Jazz 1.2 VX i VTEC,Chennai,2016,23280,18.7,1199.0,88.7,5.0,9.6,6.5,False,True,True,False,False,False
Maruti Swift Dzire VDI,Pune,2013,88000,23.4,1248.0,74.0,5.0,7.88,4.75,False,False,True,False,False,False
Hyundai Verna 1.6 SX VTVT,Hyderabad,2014,67000,17.01,1591.0,121.3,5.0,14.255,5.6,False,True,True,False,False,False
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,59636,10.91,3198.0,197.0,7.0,35.29,29.2,False,False,False,False,False,False
Hyundai i20 1.2 Asta Option,Kolkata,2018,11000,18.6,1197.0,81.83,5.0,10.25,6.35,False,True,True,False,False,False
Honda City 1.5 V MT Sunroof,Mumbai,2013,60669,16.8,1497.0,116.3,5.0,13.58,4.95,False,True,True,False,False,False
Honda Amaze VX Diesel,Hyderabad,2018,12000,27.4,1498.0,98.6,5.0,10.34,8.5,False,False,True,False,False,False
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,35000,17.1,1591.0,121.3,5.0,14.255,4.5,False,True,True,False,False,False
Honda Mobilio S i DTEC,Chennai,2015,65000,24.2,1498.0,98.6,7.0,13.58,5.5,False,False,True,False,False,False
Maruti Ertiga ZDI,Kochi,2013,39929,20.77,1248.0,88.8,7.0,11.27,6.56,False,False,True,False,False,False
Maruti Alto K10 LXI,Pune,2014,49000,24.07,998.0,67.1,5.0,4.29,2.3,False,True,True,False,False,False
Toyota Qualis FS B2,Pune,2004,77757,13.1,2446.0,75.0,10.0,24.01,3.5,False,False,True,False,True,False
Hyundai i10 Sportz,Kochi,2016,21456,20.36,1197.0,78.9,5.0,10.25,4.55,False,True,True,False,False,False
Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,74000,17.0,1896.0,105.0,5.0,25.83,7.75,False,False,False,False,True,False
Hyundai i20 Asta Option 1.2,Mumbai,2015,37000,18.6,1197.0,81.83,5.0,10.25,5.25,False,True,True,False,True,False
BMW 5 Series 2003-2012 530d Highline,Coimbatore,2013,108640,11.5,2993.0,235.0,5.0,67.87,23.29,False,False,False,False,False,False
BMW 3 Series 320d M Sport,Mumbai,2016,38000,22.69,1995.0,190.0,5.0,54.43,23.99,False,False,False,False,False,False
Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,80000,14.49,1399.0,92.7,5.0,11.3,1.79,False,True,True,False,False,False
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,2011,47000,14.21,2143.0,203.0,5.0,86.97,13.9,False,False,False,False,True,False
Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2013,31000,17.68,1968.0,174.33,5.0,67.1,18.95,False,False,False,False,False,False
Maruti Wagon R LXI BS IV,Kolkata,2014,40000,20.51,998.0,67.04,5.0,5.51,2.49,False,True,True,False,False,False
Renault KWID RXT,Jaipur,2016,4152,25.17,799.0,53.3,5.0,4.78,3.15,False,True,True,False,False,False
Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,51000,21.66,1498.0,108.62,5.0,10.04,6.45,False,False,True,False,False,False
Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,55000,22.07,1199.0,73.9,5.0,10.15,4.25,False,False,True,False,False,False
Maruti Alto 800 LXI,Hyderabad,2014,58500,22.74,796.0,47.3,5.0,4.36,2.75,False,True,True,False,False,False
Hyundai i20 Asta Option 1.2,Kochi,2017,58620,18.6,1197.0,81.83,5.0,10.25,7.14,False,True,True,False,False,False
Toyota Etios Liva G,Mumbai,2012,29605,18.3,1197.0,98.6,5.0,8.525,2.44,False,True,True,False,False,False
Hyundai i20 1.2 Sportz,Jaipur,2012,71172,17.0,1197.0,80.0,5.0,10.25,3.5,False,True,True,False,False,True
Hyundai i20 1.4 Asta,Chennai,2017,12000,22.54,1396.0,88.73,5.0,10.25,7.3,False,False,True,False,False,False
Maruti Wagon R LXI Optional,Kolkata,2014,25000,20.51,998.0,67.04,5.0,5.51,2.75,False,True,True,False,False,False
Hyundai i20 1.4 Asta Option,Bangalore,2017,43000,22.54,1396.0,88.73,5.0,10.25,8.2,False,False,True,False,True,False
Volkswagen Polo GT TSI,Mumbai,2015,57022,17.21,1197.0,103.6,5.0,10.15,6.51,False,True,False,False,False,False
Ford Figo Diesel Titanium,Pune,2015,92000,20.0,1399.0,68.05,5.0,7.65,4.25,False,False,True,False,False,False
Maruti Swift ZXI,Coimbatore,2014,33372,18.6,1197.0,85.8,5.0,7.88,6.21,False,True,True,False,True,False
Hyundai Grand i10 CRDi Magna,Kochi,2016,52625,24.0,1120.0,70.0,5.0,7.45,4.58,False,False,True,False,False,False
Mahindra Xylo H4,Chennai,2016,215000,14.02,2179.0,118.3,7.0,11.67,7.5,False,False,True,False,False,False
Hyundai i10 Magna 1.1,Coimbatore,2014,60138,19.81,1086.0,68.05,5.0,10.25,4.09,False,True,True,False,False,False
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,84000,19.3,1968.0,141.0,5.0,25.83,10.75,False,False,False,False,False,False
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,47000,15.97,2993.0,258.0,7.0,55.07,41.5,False,False,False,False,False,False
Maruti Celerio VXI AT,Hyderabad,2014,33450,23.1,998.0,67.04,5.0,5.87,4.4,False,True,False,False,False,False
Volkswagen Vento Diesel Comfortline,Jaipur,2013,125000,20.54,1598.0,103.6,5.0,13.23,6.25,False,False,True,False,True,False
BMW 3 Series 320d Highline,Pune,2011,99606,16.07,1995.0,181.0,5.0,54.43,10.5,False,False,False,False,True,False
Maruti Ertiga ZDI,Mumbai,2014,64000,20.77,1248.0,88.8,7.0,11.27,7.25,False,False,True,False,False,False
Ford Figo Diesel ZXI,Hyderabad,2013,51000,20.0,1399.0,68.05,5.0,7.65,3.2,False,False,True,False,False,False
Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,57000,16.47,1198.0,74.0,5.0,10.15,3.95,False,True,True,False,False,False
Audi A6 3.0 TDI quattro,Coimbatore,2009,48040,16.77,2967.0,241.38,5.0,67.1,12.07,False,False,False,False,True,False
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43200,13.68,2393.0,147.8,7.0,25.52,18.6,False,False,True,False,False,False
Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,66000,22.32,1582.0,126.3,5.0,14.255,5.7,False,False,False,False,False,False
